Temperature_C,Humidity_%,Predicted_Lifespan_Months,Predicted_Lifespan_Days,Farmer_Action
17,32,4,141,2
15,54,5,172,2
11,23,5,163,2
19,22,5,154,2
15,55,4,144,2
19,34,6,200,2
19,48,5,178,2
17,25,4,120,2
19,56,4,139,2
20,34,4,134,2
19,49,4,139,2
12,36,4,133,2
18,50,4,127,2
20,43,5,158,2
16,26,6,196,2
21,44,5,150,2
12,36,4,123,2
11,46,6,205,2
17,49,6,183,2
12,36,4,135,2
17,46,6,209,2
16,53,5,175,2
13,21,6,205,2
19,45,5,168,2
17,28,6,206,2
23,56,4,133,2
12,36,5,170,2
16,33,6,192,2
21,27,5,174,2
11,50,5,153,2
15,30,4,131,2
18,50,6,186,2
19,20,6,207,2
14,32,4,144,2
24,32,4,133,2
14,44,6,205,2
23,28,5,156,2
24,52,5,170,2
24,42,6,189,2
18,39,6,185,2
21,32,5,151,2
20,43,6,187,2
12,28,5,168,2
13,58,6,199,2
12,40,4,142,2
17,43,5,162,2
17,27,5,168,2
20,52,6,194,2
19,42,4,126,2
23,49,5,162,2
22,50,4,130,2
12,53,5,155,2
14,28,6,197,2
23,22,5,165,2
11,20,6,187,2
21,40,5,152,2
11,23,5,166,2
13,51,6,191,2
23,22,6,186,2
22,57,4,149,2
11,44,4,145,2
13,58,4,121,2
18,44,5,155,2
15,54,5,155,2
24,43,6,184,2
14,56,6,190,2
24,59,4,122,2
13,24,5,178,2
16,37,5,165,2
20,36,4,121,2
14,20,4,126,2
10,38,5,178,2
17,55,6,203,2
11,48,5,175,2
20,44,4,148,2
24,40,5,159,2
10,50,4,128,2
20,27,5,155,2
13,57,5,171,2
24,40,5,155,2
18,27,5,152,2
22,47,6,195,2
11,46,5,159,2
16,53,4,132,2
10,22,5,151,2
24,21,6,204,2
16,57,4,124,2
22,47,5,175,2
14,44,6,204,2
10,44,6,187,2
19,58,4,124,2
10,35,6,209,2
24,37,4,131,2
17,50,6,200,2
23,51,5,157,2
16,29,5,163,2
12,49,4,129,2
15,35,5,156,2
14,51,6,201,2
18,20,4,121,2
19,22,5,153,2
13,23,6,199,2
21,43,5,165,2
13,59,4,131,2
24,40,6,185,2
11,23,6,192,2
23,28,5,152,2
23,48,5,159,2
15,37,6,207,2
21,33,5,168,2
16,40,6,185,2
13,35,5,158,2
22,30,6,204,2
13,59,6,197,2
10,46,5,157,2
19,33,6,197,2
20,41,4,123,2
16,50,6,181,2
14,42,6,208,2
14,34,5,153,2
17,23,5,179,2
13,41,4,137,2
24,35,6,184,2
24,40,5,162,2
13,22,6,182,2
20,57,4,136,2
13,56,4,140,2
11,33,4,141,2
23,43,4,148,2
15,26,5,174,2
14,29,6,199,2
14,36,4,133,2
20,30,5,152,2
20,58,4,129,2
14,56,5,174,2
24,38,6,189,2
13,40,4,122,2
13,52,6,200,2
14,23,6,197,2
14,47,5,174,2
15,28,5,159,2
19,47,6,181,2
19,51,6,185,2
12,39,6,202,2
16,36,4,125,2
16,32,6,184,2
15,50,6,183,2
10,55,6,199,2
23,47,5,164,2
10,45,5,154,2
20,56,6,185,2
16,27,5,178,2
21,54,4,139,2
24,57,5,156,2
16,54,6,180,2
18,40,5,174,2
20,30,6,190,2
10,56,6,196,2
16,55,5,178,2
19,36,5,174,2
12,51,4,125,2
20,23,4,133,2
12,50,4,140,2
22,21,5,172,2
24,50,6,188,2
19,29,5,175,2
18,30,4,146,2
25,40,4,143,2
22,36,5,161,2
18,29,4,129,2
17,58,4,138,2
10,41,6,188,2
22,22,6,200,2
12,44,5,161,2
10,32,5,175,2
16,28,6,183,2
13,42,5,156,2
12,59,5,162,2
22,29,5,167,2
21,22,6,191,2
12,29,6,187,2
22,35,4,147,2
10,21,4,138,2
17,43,4,144,2
18,52,5,171,2
12,25,4,127,2
21,22,5,167,2
23,26,5,162,2
16,35,6,184,2
19,45,6,197,2
10,29,5,150,2
23,37,6,190,2
17,39,5,150,2
17,39,6,180,2
11,49,5,161,2
19,24,4,147,2
14,28,5,170,2
14,27,6,192,2
12,20,4,144,2
21,25,6,205,2
20,42,5,178,2
22,27,6,192,2
24,56,4,120,2
22,45,6,207,2
13,55,5,171,2
11,50,5,156,2
16,25,5,159,2
18,43,6,187,2
23,57,5,154,2
20,28,6,191,2
19,40,5,174,2
19,27,6,192,2
19,59,4,123,2
14,54,5,161,2
16,40,5,150,2
14,39,4,148,2
22,40,6,180,2
14,38,6,180,2
23,52,5,153,2
18,55,6,193,2
24,41,4,120,2
15,52,6,187,2
23,41,5,167,2
20,41,6,191,2
13,38,6,196,2
14,26,6,204,2
19,40,6,188,2
13,21,5,166,2
13,30,6,199,2
18,40,4,127,2
10,54,6,192,2
24,26,4,134,2
24,44,6,199,2
24,59,6,186,2
17,45,6,186,2
19,21,6,189,2
21,22,4,124,2
24,46,5,157,2
15,55,6,208,2
23,32,4,145,2
22,33,5,153,2
16,46,4,129,2
20,23,4,123,2
15,28,4,126,2
21,42,6,183,2
20,34,6,185,2
14,21,6,184,2
18,49,4,137,2
11,37,4,129,2
21,30,5,159,2
25,57,4,133,2
15,57,4,133,2
13,42,4,120,2
13,35,6,185,2
15,55,6,187,2
21,25,4,134,2
14,32,4,131,2
25,52,5,161,2
18,43,4,135,2
20,49,6,194,2
25,48,5,156,2
19,53,6,185,2
10,53,5,178,2
10,59,4,131,2
14,51,5,165,2
16,59,6,200,2
13,58,5,178,2
12,42,5,152,2
11,32,6,208,2
24,21,4,121,2
13,24,4,138,2
12,34,6,209,2
25,59,4,128,2
23,40,4,136,2
11,21,4,124,2
22,59,4,125,2
21,51,6,193,2
23,44,6,203,2
24,56,6,199,2
11,52,5,164,2
23,56,6,199,2
16,22,4,130,2
11,31,6,183,2
25,34,6,191,2
20,44,6,189,2
17,20,6,202,2
21,49,6,207,2
16,44,5,171,2
22,59,5,162,2
13,40,4,130,2
21,43,5,172,2
15,59,4,141,2
18,39,6,196,2
16,33,6,208,2
11,22,4,126,2
14,40,4,120,2
24,49,5,161,2
22,39,5,153,2
10,43,6,204,2
18,41,6,198,2
14,50,6,208,2
18,46,6,194,2
17,31,5,169,2
24,53,6,196,2
11,53,4,128,2
14,34,6,204,2
21,51,6,181,2
16,46,6,192,2
19,31,5,168,2
16,38,6,203,2
23,49,5,175,2
14,29,6,201,2
13,48,4,132,2
17,50,6,186,2
11,43,5,158,2
24,29,5,169,2
16,36,5,166,2
12,33,4,139,2
10,46,6,204,2
17,59,4,142,2
19,53,4,120,2
15,34,6,207,2
11,36,6,188,2
18,45,5,156,2
16,55,5,161,2
20,48,6,205,2
22,52,5,172,2
21,57,4,123,2
13,29,4,138,2
11,34,5,172,2
15,32,6,182,2
22,29,6,198,2
11,58,5,167,2
16,59,5,157,2
12,53,4,131,2
15,53,6,204,2
15,58,5,164,2
24,58,5,165,2
18,40,6,199,2
16,26,5,178,2
22,49,5,156,2
21,26,6,189,2
15,48,5,166,2
18,20,6,194,2
25,46,5,174,2
14,42,6,201,2
24,54,4,129,2
11,25,4,130,2
18,47,5,166,2
14,36,5,153,2
18,54,6,187,2
15,47,4,124,2
11,37,6,193,2
13,25,4,133,2
10,46,4,123,2
16,31,6,189,2
10,34,5,150,2
12,28,5,159,2
23,49,4,130,2
13,51,5,175,2
15,25,6,202,2
13,54,6,197,2
20,44,4,139,2
11,42,5,158,2
19,52,5,173,2
20,31,5,176,2
13,47,6,205,2
23,53,4,121,2
19,22,4,124,2
18,36,5,166,2
13,37,4,130,2
10,44,4,144,2
17,47,5,152,2
19,53,4,130,2
11,38,4,135,2
18,42,5,179,2
10,47,6,194,2
20,47,4,122,2
10,47,6,186,2
16,37,5,156,2
18,47,5,168,2
10,52,4,126,2
18,52,4,126,2
10,34,6,201,2
17,53,4,131,2
18,31,6,182,2
19,24,4,149,2
16,29,5,154,2
12,52,5,152,2
15,30,5,165,2
16,41,5,162,2
13,52,4,139,2
19,26,5,151,2
20,38,5,159,2
13,25,6,188,2
13,44,6,191,2
17,42,5,174,2
24,25,5,151,2
12,49,5,150,2
19,27,5,170,2
19,56,5,175,2
23,26,4,139,2
15,42,4,141,2
14,29,4,127,2
15,55,6,197,2
16,30,4,141,2
13,44,5,169,2
18,52,6,194,2
21,55,4,125,2
10,54,5,155,2
19,29,4,123,2
16,21,5,167,2
10,33,5,174,2
11,34,5,162,2
19,43,5,158,2
21,38,4,126,2
21,32,6,187,2
14,28,6,201,2
19,28,6,192,2
24,59,5,168,2
15,55,5,151,2
23,29,6,205,2
16,23,4,120,2
20,55,5,158,2
22,30,6,180,2
22,55,6,182,2
20,29,5,164,2
10,28,6,200,2
24,22,5,157,2
23,47,4,139,2
11,55,6,203,2
24,24,6,184,2
11,21,5,179,2
14,41,5,154,2
17,59,6,187,2
25,46,5,173,2
23,21,6,205,2
17,38,4,122,2
13,58,4,140,2
17,43,6,189,2
22,24,5,151,2
24,30,6,207,2
14,23,5,157,2
10,46,6,189,2
22,32,5,173,2
16,46,5,172,2
23,57,4,132,2
24,59,5,169,2
21,53,5,168,2
15,24,5,177,2
18,43,4,148,2
16,57,6,183,2
23,48,4,128,2
22,29,5,159,2
12,33,4,130,2
17,43,6,204,2
22,41,6,184,2
13,52,4,134,2
12,53,6,183,2
20,42,4,135,2
12,33,5,164,2
12,35,5,176,2
14,20,6,190,2
18,24,6,183,2
18,28,5,175,2
19,32,5,150,2
18,25,4,120,2
21,40,5,179,2
22,52,5,157,2
22,30,6,184,2
18,23,6,208,2
10,46,5,173,2
17,46,4,124,2
13,57,4,123,2
14,54,5,160,2
18,34,6,189,2
11,38,4,121,2
10,53,5,164,2
23,46,5,178,2
12,28,6,183,2
10,48,5,165,2
18,40,6,206,2
14,40,4,127,2
16,47,5,157,2
12,44,4,147,2
18,58,6,187,2
14,53,4,140,2
15,20,6,199,2
11,42,4,137,2
14,52,5,160,2
16,27,6,197,2
16,38,6,201,2
14,22,4,121,2
19,33,4,138,2
10,48,5,155,2
13,42,4,143,2
22,22,5,163,2
20,59,5,168,2
12,58,4,130,2
12,48,4,141,2
22,59,5,161,2
20,58,6,192,2
13,53,5,163,2
18,53,6,196,2
17,38,6,195,2
23,59,4,144,2
11,36,5,177,2
10,53,5,162,2
18,41,5,152,2
11,56,5,154,2
20,44,6,181,2
21,38,6,190,2
23,51,4,120,2
12,43,6,185,2
22,30,6,204,2
15,28,6,197,2
20,41,4,126,2
15,34,4,149,2
18,23,5,153,2
18,36,6,206,2
13,41,5,150,2
15,33,4,126,2
18,24,6,207,2
24,39,6,191,2
23,50,5,163,2
21,58,6,190,2
20,27,6,201,2
22,51,6,194,2
12,53,6,198,2
24,30,4,143,2
19,41,6,199,2
16,47,5,157,2
16,48,5,154,2
21,26,5,176,2
15,54,6,204,2
13,58,4,127,2
10,31,5,174,2
19,47,4,146,2
13,30,4,130,2
14,33,5,175,2
18,57,5,163,2
20,29,4,131,2
13,36,4,122,2
18,47,4,147,2
14,44,4,122,2
10,47,6,187,2
21,45,6,195,2
10,40,4,143,2
11,53,5,164,2
12,42,4,142,2
17,50,6,192,2
20,21,5,150,2
16,50,4,126,2
22,57,6,206,2
23,28,5,179,2
12,27,4,143,2
23,30,4,144,2
14,59,6,180,2
23,30,4,137,2
11,40,5,150,2
21,51,5,173,2
15,35,4,121,2
22,20,6,189,2
24,44,5,173,2
15,51,5,170,2
12,31,5,176,2
23,22,6,186,2
10,34,6,189,2
15,54,6,186,2
14,50,6,204,2
16,51,6,208,2
14,49,5,167,2
20,21,5,170,2
18,38,6,185,2
20,42,4,143,2
14,40,4,131,2
15,21,4,121,2
17,48,6,182,2
24,21,6,208,2
17,50,4,139,2
12,28,6,181,2
18,30,6,201,2
21,41,5,168,2
23,45,6,187,2
15,30,4,134,2
17,29,4,120,2
11,27,4,131,2
10,28,4,144,2
18,50,4,124,2
11,40,4,140,2
16,45,6,202,2
22,34,6,183,2
20,56,5,152,2
20,45,5,160,2
23,33,4,141,2
12,27,6,185,2
16,48,5,161,2
10,28,4,122,2
15,43,6,195,2
18,30,5,150,2
17,25,5,163,2
20,33,6,186,2
21,28,6,200,2
23,37,6,203,2
12,34,4,141,2
11,32,6,205,2
10,53,5,157,2
15,45,6,184,2
10,43,5,151,2
19,27,5,153,2
20,51,6,186,2
24,44,6,180,2
17,46,5,154,2
21,44,6,208,2
21,31,4,126,2
14,35,6,193,2
23,35,4,146,2
10,57,4,148,2
21,44,4,148,2
13,46,5,152,2
13,55,5,179,2
22,49,6,191,2
15,31,6,208,2
12,35,4,140,2
12,23,4,145,2
19,55,5,175,2
23,42,5,179,2
14,44,5,156,2
22,46,6,195,2
14,20,4,134,2
22,27,5,179,2
19,58,5,166,2
20,53,5,154,2
14,37,6,184,2
10,27,6,181,2
14,53,5,166,2
24,35,5,155,2
11,37,5,172,2
12,22,6,208,2
21,52,6,186,2
22,24,6,208,2
10,32,4,139,2
10,40,5,161,2
16,52,5,154,2
19,45,5,160,2
14,54,6,186,2
19,57,5,159,2
22,57,4,135,2
24,32,4,130,2
21,44,6,209,2
24,56,6,183,2
13,56,6,189,2
13,49,5,155,2
20,39,5,155,2
12,47,4,123,2
20,34,4,139,2
17,39,5,171,2
24,55,4,135,2
22,50,4,138,2
25,53,4,133,2
14,53,6,189,2
23,53,4,145,2
11,36,5,153,2
23,27,6,190,2
16,20,6,182,2
11,36,4,127,2
17,47,4,127,2
22,27,6,184,2
10,33,4,147,2
15,58,4,135,2
10,54,6,204,2
14,51,6,183,2
18,48,6,195,2
12,49,5,170,2
12,37,4,149,2
14,37,4,143,2
14,56,4,128,2
15,49,6,199,2
19,32,6,186,2
20,49,4,129,2
13,29,4,148,2
19,30,5,157,2
15,36,4,136,2
18,57,5,170,2
19,27,6,195,2
17,49,6,203,2
20,29,4,123,2
11,39,6,208,2
11,30,5,149,2
23,22,6,181,2
11,57,5,174,2
15,26,6,185,2
23,58,6,195,2
20,22,5,155,2
10,42,4,140,2
18,30,5,177,2
22,28,6,202,2
15,20,5,153,2
22,41,6,180,2
17,30,4,135,2
15,59,4,149,2
16,42,6,190,2
24,24,6,185,2
24,58,6,201,2
11,32,4,139,2
21,46,4,132,2
12,24,5,167,2
14,55,4,133,2
22,38,4,128,2
17,35,4,141,2
18,56,5,166,2
16,37,5,163,2
18,57,5,179,2
17,53,4,139,2
15,38,5,164,2
18,38,6,204,2
24,37,4,148,2
19,29,5,154,2
16,36,5,151,2
10,39,6,200,2
11,21,5,151,2
11,31,5,176,2
10,25,5,179,2
13,35,5,172,2
11,42,5,165,2
12,46,6,199,2
21,45,5,178,2
21,39,5,176,2
20,26,5,161,2
17,36,6,207,2
12,53,5,160,2
25,57,6,197,2
10,51,5,179,2
24,54,5,169,2
11,20,6,208,2
17,33,6,207,2
10,51,4,140,2
22,55,5,166,2
18,47,5,162,2
16,40,6,190,2
19,22,6,208,2
10,57,4,129,2
15,37,5,173,2
16,58,6,187,2
24,29,5,155,2
21,43,6,190,2
10,39,4,138,2
19,43,5,170,2
17,44,5,164,2
15,33,5,178,2
14,26,4,138,2
11,30,5,157,2
24,26,6,191,2
14,40,5,165,2
15,39,6,202,2
11,22,4,129,2
10,25,6,208,2
12,59,5,153,2
22,27,6,200,2
16,53,6,206,2
16,39,6,184,2
17,55,4,121,2
11,42,6,206,2
24,55,6,203,2
24,57,6,190,2
14,38,4,148,2
18,38,5,156,2
19,25,6,204,2
15,57,5,178,2
19,39,5,170,2
12,27,4,122,2
10,41,4,123,2
16,34,5,166,2
10,20,5,169,2
12,28,4,144,2
17,35,6,197,2
21,25,5,176,2
13,27,4,136,2
19,39,6,186,2
14,56,6,188,2
21,34,4,148,2
20,43,6,196,2
18,32,4,139,2
19,37,6,196,2
11,54,6,205,2
18,21,6,201,2
24,32,4,128,2
22,46,4,133,2
10,26,6,185,2
16,59,5,149,2
13,59,5,156,2
21,55,4,143,2
21,30,5,171,2
18,25,6,185,2
23,39,4,140,2
20,23,4,127,2
20,24,4,147,2
24,36,5,179,2
22,60,5,166,2
15,32,6,188,2
12,26,5,158,2
14,58,4,136,2
14,29,6,202,2
12,45,5,156,2
21,53,5,153,2
13,22,6,208,2
19,59,6,203,2
17,35,6,182,2
23,49,6,186,2
19,35,6,202,2
11,25,5,179,2
15,34,5,171,2
20,41,5,160,2
12,23,6,191,2
17,30,6,181,2
13,22,6,191,2
24,37,4,144,2
12,26,4,132,2
16,41,5,170,2
16,39,5,177,2
14,59,6,199,2
24,56,4,147,2
21,46,4,144,2
24,44,5,172,2
18,41,6,198,2
11,27,5,171,2
23,58,4,148,2
17,47,4,122,2
14,38,6,200,2
16,20,5,150,2
16,25,6,202,2
15,29,5,160,2
12,24,6,184,2
24,31,5,157,2
18,38,5,163,2
12,56,6,183,2
16,36,4,134,2
18,20,5,152,2
23,46,6,184,2
12,56,5,158,2
11,44,4,142,2
20,41,5,177,2
15,57,4,142,2
23,21,5,165,2
23,49,4,122,2
21,31,5,172,2
13,46,4,146,2
20,50,5,152,2
18,34,6,182,2
15,54,5,165,2
20,50,5,170,2
14,31,5,172,2
11,30,5,167,2
14,30,4,141,2
17,52,5,163,2
18,59,4,121,2
14,48,5,153,2
11,44,6,192,2
17,31,5,165,2
14,57,4,139,2
12,29,6,195,2
19,27,5,152,2
16,30,4,135,2
24,32,6,185,2
18,53,5,156,2
10,55,6,180,2
12,56,4,146,2
22,23,5,156,2
11,50,4,138,2
12,29,6,181,2
14,52,5,179,2
22,23,4,144,2
23,25,5,171,2
11,53,6,180,2
10,21,5,167,2
16,46,5,172,2
15,31,4,133,2
23,47,5,151,2
18,42,4,122,2
13,36,6,180,2
16,46,5,179,2
12,32,4,145,2
16,46,6,190,2
24,30,5,169,2
21,33,4,137,2
12,51,4,135,2
10,28,6,200,2
17,24,6,183,2
22,44,5,153,2
16,41,4,142,2
19,33,5,160,2
22,30,5,158,2
10,43,5,178,2
20,20,5,171,2
17,22,6,190,2
10,22,6,188,2
15,32,6,180,2
10,39,6,190,2
18,30,4,148,2
17,27,6,184,2
20,38,4,148,2
20,35,5,152,2
13,59,4,138,2
10,57,5,171,2
24,22,4,130,2
12,44,6,183,2
21,20,4,127,2
22,46,4,127,2
17,21,6,185,2
17,27,5,160,2
22,50,4,133,2
23,29,6,209,2
11,56,4,139,2
10,21,5,168,2
21,49,4,149,2
10,42,4,137,2
21,40,5,169,2
21,24,4,148,2
24,48,6,190,2
21,20,5,177,2
14,28,4,132,2
12,30,5,162,2
24,30,4,124,2
16,56,6,208,2
15,52,5,173,2
18,41,4,126,2
10,47,5,175,2
22,23,5,168,2
25,56,6,200,2
22,43,5,171,2
14,57,5,156,2
24,32,6,182,2
18,28,6,180,2
10,44,5,166,2
22,28,4,127,2
24,56,5,177,2
23,51,4,127,2
16,39,5,169,2
17,40,4,137,2
23,33,5,173,2
15,46,4,138,2
14,36,6,194,2
19,43,6,202,2
13,34,6,201,2
15,57,4,145,2
12,42,4,135,2
20,24,4,141,2
23,50,5,160,2
18,59,5,150,2
23,43,5,151,2
15,38,5,174,2
24,38,6,205,2
22,42,6,208,2
15,23,6,206,2
13,45,6,202,2
23,25,6,186,2
13,59,5,163,2
23,31,5,174,2
21,40,5,168,2
11,33,6,188,2
14,52,5,152,2
15,30,4,146,2
15,29,6,195,2
24,59,4,121,2
19,23,6,197,2
24,43,5,164,2
21,41,6,183,2
22,22,5,169,2
11,37,6,185,2
14,34,6,185,2
11,34,5,168,2
15,47,5,163,2
23,40,6,198,2
24,34,5,155,2
14,22,6,204,2
10,48,4,144,2
12,42,4,143,2
20,31,6,203,2
18,24,6,194,2
16,55,6,187,2
20,41,5,164,2
19,53,5,175,2
14,30,5,157,2
23,40,4,120,2
15,57,4,134,2
10,47,6,180,2
19,58,5,172,2
21,51,4,138,2
18,47,5,175,2
15,46,6,194,2
23,50,5,170,2
17,37,6,197,2
15,57,6,182,2
16,47,4,124,2
12,59,6,209,2
23,24,4,134,2
16,54,5,165,2
20,39,4,120,2
15,46,4,144,2
12,33,6,208,2
14,37,5,168,2
22,21,5,150,2
20,33,6,196,2
18,59,4,121,2
16,49,5,151,2
12,44,4,131,2
13,35,4,135,2
18,47,5,158,2
18,51,5,176,2
19,48,4,137,2
17,46,4,124,2
15,47,4,122,2
22,54,5,159,2
16,28,4,147,2
11,56,5,160,2
15,48,6,200,2
24,40,5,155,2
12,20,5,169,2
10,39,4,146,2
15,25,4,124,2
20,33,6,200,2
14,38,5,153,2
21,54,6,205,2
10,26,6,194,2
14,36,6,186,2
16,56,5,166,2
10,25,5,167,2
19,36,5,150,2
19,56,4,125,2
10,35,5,158,2
17,53,6,191,2
10,53,6,180,2
11,20,5,160,2
23,49,5,168,2
24,31,4,130,2
13,30,5,177,2
23,23,5,156,2
14,33,4,123,2
12,51,5,155,2
24,59,5,172,2
12,42,6,208,2
14,46,6,190,2
21,50,6,196,2
15,56,6,199,2
21,49,4,148,2
10,28,6,190,2
21,54,4,127,2
21,27,6,199,2
11,58,4,133,2
14,23,5,151,2
23,46,6,209,2
19,57,5,153,2
24,30,6,207,2
11,39,5,151,2
20,59,4,140,2
16,41,6,203,2
14,47,4,120,2
10,25,5,163,2
18,25,6,191,2
16,28,5,178,2
14,46,5,161,2
12,54,6,192,2
22,44,4,148,2
22,20,4,144,2
13,46,4,127,2
11,37,4,131,2
22,24,5,171,2
20,40,6,180,2
24,41,4,138,2
13,56,4,120,2
24,54,5,166,2
22,27,5,149,2
17,47,6,188,2
21,21,6,181,2
10,57,4,132,2
21,46,4,143,2
24,56,6,199,2
13,37,5,152,2
11,23,6,202,2
18,60,5,174,2
19,29,6,201,2
24,44,5,163,2
19,30,6,197,2
11,59,5,157,2
16,22,4,139,2
22,49,6,187,2
20,51,5,152,2
12,33,6,185,2
13,26,5,170,2
12,21,4,123,2
16,51,4,143,2
13,55,6,209,2
13,58,6,197,2
19,32,4,133,2
13,53,4,123,2
16,56,4,137,2
18,56,6,196,2
13,38,6,202,2
10,52,6,195,2
17,50,5,161,2
24,26,6,187,2
16,38,5,169,2
24,29,5,156,2
12,39,4,136,2
15,44,6,207,2
16,42,4,129,2
14,48,5,155,2
23,20,6,194,2
14,45,4,127,2
10,27,6,185,2
17,48,4,143,2
18,22,6,207,2
15,58,5,156,2
17,30,5,170,2
18,23,5,155,2
11,22,6,188,2
23,21,6,191,2
15,53,5,156,2
12,23,5,177,2
10,31,5,157,2
15,26,6,184,2
14,56,6,204,2
15,44,6,199,2
24,58,4,124,2
23,56,5,158,2
19,26,6,185,2
14,50,4,138,2
19,40,4,137,2
16,44,4,144,2
16,39,6,204,2
13,39,5,155,2
15,44,6,194,2
18,38,6,191,2
21,48,5,175,2
12,23,4,123,2
12,41,4,130,2
18,44,4,140,2
16,54,4,125,2
18,36,5,158,2
10,34,4,137,2
24,38,5,177,2
19,28,4,131,2
21,34,4,124,2
17,35,6,194,2
19,40,5,157,2
13,36,6,180,2
10,21,6,208,2
20,54,4,130,2
15,52,4,121,2
19,36,6,193,2
24,40,6,204,2
19,37,5,171,2
19,28,6,200,2
14,36,5,175,2
19,26,5,171,2
11,36,6,206,2
21,41,4,122,2
21,50,6,183,2
23,56,4,138,2
17,33,4,138,2
22,39,5,177,2
10,44,5,158,2
24,57,5,166,2
19,54,5,163,2
15,59,5,158,2
20,23,5,171,2
21,45,6,195,2
19,44,6,180,2
20,56,5,159,2
24,59,6,187,2
11,59,6,184,2
12,30,5,170,2
15,34,5,160,2
19,37,6,180,2
21,39,4,148,2
25,57,6,202,2
12,42,6,180,2
16,24,4,148,2
12,28,5,175,2
17,37,4,142,2
10,47,5,169,2
23,36,4,131,2
22,27,5,164,2
11,52,6,183,2
21,54,6,195,2
14,54,5,164,2
10,49,4,147,2
21,47,5,160,2
24,22,4,136,2
10,23,4,136,2
22,36,6,208,2
12,29,5,165,2
17,40,6,209,2
13,45,4,132,2
22,27,6,206,2
12,56,5,174,2
20,33,4,144,2
17,29,6,182,2
18,28,5,150,2
10,59,4,145,2
13,56,6,203,2
11,50,4,125,2
17,21,5,163,2
16,30,5,155,2
13,33,5,158,2
16,56,6,203,2
12,30,5,162,2
14,53,5,168,2
15,53,4,140,2
13,43,5,156,2
13,34,5,156,2
15,44,5,166,2
21,48,6,197,2
18,24,6,190,2
24,22,5,170,2
21,40,5,168,2
10,42,6,180,2
17,48,4,142,2
13,59,6,200,2
24,32,4,124,2
17,52,5,157,2
17,57,6,188,2
16,28,6,188,2
23,45,6,194,2
12,36,5,162,2
19,36,6,195,2
16,56,6,189,2
17,27,6,182,2
22,54,4,128,2
11,26,4,136,2
22,25,5,173,2
17,20,6,182,2
14,57,4,123,2
16,38,5,179,2
14,56,5,163,2
17,28,4,149,2
11,25,4,140,2
18,50,4,122,2
18,33,6,183,2
24,25,4,133,2
24,51,5,165,2
11,54,5,172,2
15,31,5,175,2
15,26,5,178,2
17,34,5,162,2
14,20,6,188,2
19,21,5,175,2
20,57,5,169,2
19,31,5,160,2
10,47,6,192,2
10,56,5,162,2
17,22,6,190,2
22,25,4,128,2
23,56,6,191,2
22,47,5,152,2
15,46,4,121,2
12,59,6,188,2
23,58,6,206,2
24,44,6,201,2
12,35,5,154,2
14,57,6,181,2
24,57,6,194,2
24,45,6,209,2
15,54,6,191,2
15,33,6,194,2
19,52,4,124,2
18,55,4,134,2
21,36,5,168,2
21,54,4,141,2
22,53,5,169,2
13,31,4,133,2
16,56,4,136,2
19,43,5,164,2
14,41,4,128,2
24,29,5,178,2
17,27,6,204,2
16,45,6,198,2
10,54,4,143,2
11,54,5,165,2
21,35,5,174,2
12,29,5,152,2
15,24,5,166,2
21,24,4,148,2
19,53,5,175,2
15,35,5,178,2
18,21,4,144,2
16,44,4,137,2
11,40,4,129,2
21,31,6,191,2
14,42,4,120,2
15,54,4,126,2
12,30,4,137,2
10,40,5,170,2
15,49,5,175,2
17,36,4,140,2
19,31,5,158,2
24,42,4,143,2
17,28,4,139,2
23,43,5,165,2
23,56,6,190,2
13,43,4,128,2
13,39,6,189,2
22,51,4,141,2
19,33,5,157,2
23,51,4,132,2
16,40,4,140,2
11,24,5,175,2
20,24,4,126,2
14,26,4,124,2
16,35,5,179,2
17,30,5,162,2
12,33,6,182,2
15,34,4,136,2
21,54,6,182,2
12,27,5,164,2
20,22,6,190,2
16,45,6,184,2
17,48,5,151,2
19,40,6,191,2
11,55,4,146,2
19,42,4,129,2
21,39,6,179,2
22,29,6,191,2
23,26,4,134,2
15,29,4,147,2
19,55,4,132,2
21,36,6,182,2
16,57,5,154,2
24,48,5,175,2
11,45,4,134,2
24,35,4,124,2
21,35,5,159,2
23,22,4,144,2
14,42,6,186,2
21,22,5,158,2
14,47,5,166,2
15,38,6,183,2
16,32,4,126,2
13,53,5,171,2
15,30,6,196,2
14,43,4,122,2
12,35,4,139,2
18,50,5,167,2
12,45,6,206,2
14,25,4,144,2
23,27,6,205,2
22,37,4,131,2
18,28,6,204,2
11,36,4,147,2
12,26,4,148,2
17,44,5,158,2
12,27,4,144,2
16,35,6,201,2
19,25,5,150,2
13,54,4,149,2
11,29,4,149,2
20,43,6,191,2
24,54,5,173,2
22,42,6,184,2
16,59,5,154,2
10,25,5,165,2
17,22,4,135,2
19,53,4,139,2
23,47,5,158,2
11,48,5,161,2
14,50,5,163,2
16,23,4,121,2
12,25,4,123,2
11,22,6,187,2
13,59,5,153,2
11,50,6,208,2
11,55,5,162,2
11,49,4,137,2
12,21,4,147,2
17,49,6,186,2
10,59,6,207,2
19,54,5,175,2
23,37,5,156,2
10,45,6,182,2
21,52,4,135,2
18,25,6,180,2
23,22,6,183,2
16,51,6,187,2
18,51,5,156,2
10,50,4,141,2
10,31,6,199,2
14,58,5,160,2
20,20,6,204,2
11,22,6,204,2
20,49,4,143,2
23,45,4,146,2
11,44,5,164,2
10,27,4,148,2
24,49,5,174,2
11,20,5,157,2
